Restaurant Name,Cuisines,Address,City,Postcode,Phone Number,Reviews,Average Review
Indian Fusion,"Indian, Curry, Halal",Unit 2c Hallside Court,Cambuslang,G72 7FB,1416417170,630,5
Spice Club,"Indian, Pizza, Halal",250A Main Street,High Blantyre,G72 0DH,1698723822,465,5.5
Cinnamon,"Indian, Curry",252-254 Main Street Cambuslang,Cambuslang,G72 7EG,1416419595,704,4.5
Eddies,"Chinese, Curry",263 Glasgow Road,Lanarkshire,ML3 0QG,1698821155,1242,5.5
Spicy Cottage,"Indian, Curry",14 Burnbank Centre,Hamilton,ML3 0NQ,1698282982,320,5
House Of India,"Indian, Curry",2 Clarkwell Road,Hamilton,ML3 9TQ,1698827777,520,5
Indulge Ice Cream,"Ice Cream, Desserts",208 Low Waters Road,Hamilton,ML3 7QR,1698420999,78,4
Subway - Burnbank,"Sandwiches, Lunch",Unit 4 Burnbank Shopping Centre,Hamilton,ML3 9HH,1698424244,144,4
Chiquito - East Kilbride,"Tex Mex, Mexican",16-18 Olympia,East Kilbride,G74 1PG,2039126648,36,5
Bella Italia - East Kilbride,"Italian, Pasta","The Hub, 14 Centre West, East Kilbride",Glasgow,G74 1PG,2039126648,23,4.5
Shanghai,"Chinese, Noodles",253 Glasgow Road,Lanarkshire,ML3 0QG,1698828851,438,5
La Dolce Vita,"Pizza, Pasta",19 Old Coach Road,East Kilbride,G74 4DS,1355239168,1570,5
Spices,"Indian, Curry, Halal",257 Hamilton Road,Glasgow,G72 7PQ,1416412111,493,4.5
Sugar N Spice,"Desserts, Ice Cream",257 Hamilton Road,Cambuslang,G72 7PQ,1416412111,268,4
Get Stuffed Breakfast & Sandwich Bar,"Breakfast, Sandwiches",3 Margaret Road,Hamilton,ML3 0LB,1698422888,1693,5
Madras,"Indian, Pizza, Halal",277 Glasgow Road,Hamilton,ML3 0QG,1698451222,226,5.5
Cornstar Taco's East Kilbride,Chicken,"Unit 3.1, 7 Peninsula Square",East Kilbride,G74 1PG,2039126648,65,5
Hot Peppers,"Indian, Curry",134 Fleming Way,Hamilton,ML3 9QH,1698828777,16,5
Tinto Tapas Bar,Spanish,1 Hunter Street,East Kilbride,G74 4LZ,1355222270,20,5
Shake Waffle and Crepe,Desserts,Olympia Shopping Centre 300 Cornwall Street,Glasgow,G74 1LL,1418898898,3,4
Eastern Delight,"Chinese, Curry",234 Main Street,Cambuslang,G72 7EG,1416461188,325,5
Asian Fusion,"Chinese, Oriental",202 Main Street,Cambuslang,G72 7EN,7421503345,32,5
Harley Quinn's,"Burgers, Chicken",161 East Kilbride Road,Rutherglen,G73 5HD,7760995912,5,4.5
Rangoli Indian Restaurant,"Indian, Curry, Halal","Unit 4, Jacobean House, Glebe Street",East Kilbride,G74 4LY,1355459622,723,5
Shish Mahal,"Indian, Kebab, Halal",1 Redcliffe Drive,East Kilbride,G75 8YQ,1355228555,1106,5
Curry Mahal,"Curry, Indian, Halal",21 Main Street,East Kilbride,G74 4JH,1355220027,71,5.5
Punjabi Tadka,"Indian, Curry, Halal",3 The Boardwalk,East Kilbride,G75 0YW,1355260681,536,5
KFC East Kilbride,Chicken,"KFC Queensway, East Kilbride",East Kilbride,G74 5NY,2039126648,738,4.5
Marmaris,"Kebab, Curry",11 Stuart Street East Kilbride,Lanarkshire,G74 4NG,1355241500,987,5
Wok Wongs,"Chinese, Chinese",6 Calderwood Square,Glasgow,G74 3BQ,1355260260,620,5
The Curry House Chinese Takeaway,"Chinese, Oriental","29 Montgomery Street,The Village",East Kilbride,G74 4JS,1355264381,2357,5
The Lantern Chinese Takeaway,"Chinese, Oriental",Alloway Road,East Kilbride,G74 3SD,1355232488,304,5
Spice of Life,"Indian, Curry, Halal",13 Maxwellton Avenue,Calderwood,G74 3AE,1355221067,1250,4.5
Marini's Calderwood,"Fish & Chips, Pizza",Unit 3 Calderwood Square,East Kilbride,G74 3BQ,1355573123,885,4.5
Curry King,"Indian, Pizza, Halal",15 St. Leonards Square,East Kilbride,G74 2AT,7568435554,262,5
Dragon Chinese Kitchen,"Chinese, Oriental",3A McNeish Way,Glasgow,G74 4TT,1355239988,1248,4.5
Pizza Hut Delivery - East Kilbride,Pizza,31 St James Avenue,East Kilbride,G74 5QD,1355590011,51,4.5
Manzil Tandoori,"Indian, Kebab, Halal",39 The Murray Square,East Kilbride,G75 0BH,1355220098,186,5
Spice Indian Cuisine,"Indian, Curry",46 - 50 Kirkton Park,East Kilbride,G74 4HX,1355228286,65,4.5
Big Scoops,"Ice Cream, Desserts",The Murray Square,East Kilbride,G75 0BH,7547898316,143,4
Chillies,"Indian, Curry",37 Saint James Avenue,East Kilbride,G74 5QD,1355276414,32,5
Waffle-icious Desserts,"Desserts, Ice Cream",22 Westwood Square,East Kilbride,G75 8JQ,1355224223,209,5.5
Salt N Pepper,"Indian, Pizza, Halal",11 Greenhills Crescent,East Kilbride,G75 8TT,1355242400,132,5
Sweet Enough,"Desserts, Ice Cream",21 Main Street,East Kilbride,G74 4JH,1355261123,55,4.5
Di Maggios East Kilbride,"Burgers, Pizza","1 Boardwalk, Stroud Road, East Kilbride",Glasgow,G75 0YA,1355242222,830,4.5
Harvester - East Kilbride,"Burgers, Chicken",Eaglesham Road,East Kilbride,G75 8LW,2039126648,21,5.5
Taj Palace,"Indian, Curry, Halal","2 Scholars Gate, Whitehill Farm",Glasgow,G75 9JL,1355263183,72,4.5
"Marini's, The Village","Fish & Chips, Pizza",13 Stuart Street,Lanarkshire,G74 4NG,1355573123,389,4
Laal Mirch,"Curry, Kebab, Halal",19-21 Westwood Square,East Kilbride,G75 8JQ,1355459129,8,5
Wee Gurkha Curry House,"Nepalese, Indian","3A Hunter Street, East Kilbride",Glasgow,G74 4LZ,1355458281,493,5
Kebab King,"Kebab, Indian",33 The Murray Square,East Kilbride,G75 0BH,1355260970,58,5.5
Mr Chipz,"Fish & Chips, Pizza",11 Westwood Square,Lanarkshire,G75 8JQ,1355226060,1349,5.5
Olives & Pesto,"Mexican, Italian",11 Main Street,East Kilbride,G74 4JH,1355520579,205,4.5
Marini's,"Fish & Chips, Pizza",41 The Murray Square,Lanarkshire,G75 0BH,1355223185,703,4.5
Flames,"Indian, Curry, Halal",52 Main Street,Neilston,G78 3NJ,1418817000,188,5
Crofthead Cafe,"Fish & Chips, Pizza",81 Main Street,Neilston,G78 3NH,1418813813,95,5
L'Arco,"Fish & Chips, Pizza",47 Cross Arthurie Street,East Renfrewshire,G78 1QU,1418812400,227,5
Papa Grill,"Indian, Curry",81 Causeyside Street,Paisley,PA1 1YU,7397562112,313,4.5
Andy's Golden Fry Dumbarton,"Fish & Chips, Pizza",20 High Street,Dumbarton,G82 1LL,1389298759,131,4.5
Silverton Fish & Chips & Pizzeria,"Fish & Chips, Pizza",204-206 Crosslet Road,Dumbarton,G82 2LN,1389733444,272,5.5
Tikka Fusion,"Indian, Kebab",3 Merkins Avenue,Dumbarton,G82 3EB,1389742000,964,5.5
Barbeque Kings,"Indian, Curry, Halal",4 Lomond Drive,Dumbarton,G82 3AS,1389733009,439,5
Your Spiced,"Indian, Curry, Halal",110 High Street Dumbarton,Dunbarton,G82 1PQ,1389742003,374,4.5
Hot & Spicy,"Indian, Pizza, Halal",Main Road,Cardross,G82 5PX,1389842112,467,5.5
Mr Kebab,"American, Italian",167 Glasgow Road,Dumbarton,G82 1RH,1389733900,526,5
Delhi Darbar Indian Restaurant & Takeaway,"Indian, Curry",151 Glasgow Road,Dumbarton,G82 1RH,1389732891,177,5.5
Cafe India Tandoori Takeaway,"Pizza, Curry",113 Bridge Street,Alexandria,G83 0TA,1389721100,168,5
Rossi's,"Fish & Chips, Indian",248 Main Street,Glasgow,G83 9HR,1389752520,1200,4.5
Spice Of Life,"Indian, Curry, Halal",168 Main St Alexandria,Dunbartonshire,G83 0NZ,1389711797,377,5
Bollywood Lounge Indian Cuisine,"Indian, Curry",61 High street,Dunbarton,G82 1LS,1389768226,338,5
Pizzanova,"Pizza, Burgers",9 Main Street,Alexandria,G83 0ER,7584562586,17,4.5
Sizzlers,"Indian, Curry",7-9 Main Street,Dunbartonshire,G83 0ER,1389710044,23,4
Pepis Fryer,"Fish & Chips, Pizza",148 Main Street,"Alexandria, Dunbartonshire",G83 0NZ,1389751554,504,4.5
Papa G's Fish & Chips,"Fish & Chips, Pizza",6 Ladyton Shopping Centre,Dumbarton,G83 9DZ,1389720810,466,5
Curry Club,"Pizza, Curry",2 Old Luss Road,Helensburgh,G84 7BH,7584261676,29,5
Raj,Indian,Unit 5 Beechwood Drive,Bonhill,G83 9LR,1389751199,588,5.5
Jammy Burgers,"Breakfast, Lunch",15 Castlegreen Street,Dumbarton,G82 1HG,1389733380,33,5
Ali Fish & Chips & Curry Club,"Fish & Chips, Curry",281 Main Road,Garelochhead,G84 0AH,1436811329,206,5
